Time,Open,High,Low,Close,Volume,VWAP
1593103320,3.39,3.4,3.37,3.38,54.0,3.26898
1593103380,3.39,3.45,3.39,3.45,67.0,3.27009
1593103500,3.44,3.44,3.44,3.44,1.0,3.270108
1593103620,3.48,3.48,3.48,3.48,4.0,3.270198
1593103680,3.45,3.45,3.45,3.45,66.0,3.271463
1593103740,3.45,3.45,3.43,3.43,40.0,3.272216
1593103800,3.39,3.39,3.36,3.38,42.0,3.272716
1593103860,3.36,3.36,3.36,3.36,1.0,3.272725
1593103920,3.36,3.36,3.36,3.36,10.0,3.272817
1593104280,3.31,3.31,3.31,3.31,1.0,3.272821
1593104460,3.3,3.3,3.29,3.29,2.0,3.272825
1593104520,3.27,3.27,3.27,3.27,1.0,3.272825
1593104640,3.27,3.27,3.27,3.27,56.0,3.272809
1593105240,3.28,3.28,3.28,3.28,2.0,3.27281
1593105360,3.34,3.34,3.34,3.34,1.0,3.272817
1593105420,3.34,3.34,3.34,3.34,1.0,3.272824
1593105540,3.33,3.33,3.33,3.33,9.0,3.272878
1593105600,3.32,3.32,3.32,3.32,5.0,3.272903
1593105840,3.3,3.3,3.28,3.28,11.0,3.272932
1593106020,3.26,3.26,3.26,3.26,1.0,3.27293
1593106260,3.26,3.26,3.25,3.25,2.0,3.272927
1593106320,3.22,3.23,3.2,3.2,25.0,3.272789
1593106380,3.16,3.16,3.14,3.14,15.0,3.272602
1593106440,3.22,3.22,3.22,3.22,15.0,3.27252
1593106560,3.23,3.23,3.23,3.23,10.0,3.272476
1593106620,3.32,3.32,3.32,3.32,5.0,3.272501
1593106680,3.32,3.32,3.32,3.32,43.0,3.272712
1593106740,3.37,3.37,3.35,3.35,11.0,3.272802
1593106800,3.35,3.35,3.35,3.35,5.0,3.272841
1593106860,3.35,3.35,3.35,3.35,1.0,3.272849
1593107040,3.34,3.34,3.34,3.34,1.0,3.272856
1593107340,3.39,3.39,3.39,3.39,32.0,3.273241
1593107460,3.33,3.33,3.32,3.32,2.0,3.273252
1593107520,3.31,3.31,3.31,3.31,2.0,3.27326
1593107820,3.28,3.28,3.28,3.28,3.0,3.273262
1593108060,3.25,3.25,3.25,3.25,1.0,3.273259
1593108360,3.25,3.25,3.25,3.25,1.0,3.273257
1593108480,3.22,3.22,3.22,3.22,1.0,3.273251
1593108540,3.23,3.23,3.23,3.23,50.0,3.273031
1593108600,3.22,3.22,3.22,3.22,100.0,3.272494
1593109200,3.15,3.15,3.15,3.15,1.0,3.272482
1593109260,3.17,3.17,3.17,3.17,1.0,3.272472
1593109380,3.12,3.12,3.12,3.12,2.0,3.272441
1593109440,3.08,3.08,3.08,3.08,10.0,3.272247
1593109500,3.11,3.12,3.11,3.12,3.0,3.2722
1593109620,3.12,3.13,3.12,3.13,47.0,3.271486
1593109740,3.13,3.13,3.13,3.13,1.0,3.271472
1593109800,3.1,3.1,3.1,3.1,10.0,3.2713
1593109860,3.05,3.05,3.05,3.05,1.0,3.271278
1593109920,3.07,3.08,3.07,3.08,47.0,3.27036
1593110100,3.0,3.04,3.0,3.04,70.0,3.268699
1593110280,3.05,3.05,3.05,3.05,1.0,3.268677
1593110400,3.06,3.07,3.06,3.07,22.0,3.268225
1593110520,3.12,3.13,3.12,3.13,12.0,3.268053
1593110640,3.1,3.13,3.1,3.13,1504.0,3.246317
1593110700,3.1,3.1,3.09,3.09,2.0,3.246291
1593110760,3.06,3.07,3.06,3.07,11.0,3.246123
1593110940,3.1,3.1,3.1,3.1,10.0,3.245998
1593111000,3.11,3.11,3.11,3.11,1.0,3.245986
1593111600,3.14,3.14,3.14,3.14,1.0,3.245977
1593111660,3.18,3.18,3.18,3.18,34.0,3.245785
1593111720,3.24,3.24,3.24,3.24,8.0,3.245781
1593111780,3.32,3.32,3.32,3.32,256.0,3.247371
1593111840,3.33,3.37,3.33,3.37,375.0,3.25057
1593111900,3.44,3.55,3.44,3.55,68.0,3.251952
1593111960,3.59,3.63,3.58,3.63,146.0,3.25625
1593112020,3.53,3.55,3.53,3.55,13.0,3.256552
1593112080,3.57,3.6,3.55,3.59,4.0,3.256654
1593112200,3.55,3.58,3.55,3.58,111.0,3.259228
1593112260,3.52,3.52,3.52,3.52,1.0,3.259249
1593112320,3.49,3.49,3.48,3.48,2.0,3.259284
1593112380,3.5,3.55,3.5,3.55,11.0,3.259533
1593112440,3.53,3.55,3.53,3.55,65.0,3.260918
1593112500,3.6,3.7,3.6,3.7,91.0,3.263584
1593112560,3.65,3.65,3.62,3.62,10.0,3.26388
1593112620,3.63,3.63,3.58,3.58,2.0,3.263933
1593112680,3.63,3.63,3.63,3.63,1.0,3.263962
1593112800,3.69,3.7,3.69,3.7,11.0,3.264334
1593112860,3.65,3.67,3.65,3.67,2.0,3.264395
1593112920,3.74,3.74,3.74,3.74,1.0,3.264432
1593112980,3.75,3.78,3.75,3.78,11.0,3.264857
1593113040,3.77,3.77,3.75,3.75,5.0,3.265046
1593113100,3.74,3.8,3.73,3.8,12.0,3.265534
1593113160,3.81,3.81,3.8,3.8,25.0,3.266586
1593113220,3.79,3.89,3.79,3.89,112.0,3.271861
1593113280,3.91,3.92,3.91,3.92,8.0,3.272257
1593113340,3.93,3.93,3.9,3.9,71.0,3.275814
1593113400,3.83,3.83,3.78,3.78,14.0,3.276357
1593113460,3.75,3.85,3.75,3.85,21.0,3.277267
1593113520,3.89,3.96,3.89,3.96,8.0,3.277663
1593113580,3.93,4.0,3.93,4.0,109.0,3.283592
1593113640,3.99,3.99,3.92,3.92,5.0,3.283838
1593113700,3.88,3.88,3.88,3.88,1.0,3.283882
1593113820,3.83,3.83,3.8,3.8,16.0,3.284507
1593113940,3.8,3.8,3.8,3.8,4.0,3.284662
1593114000,3.79,3.79,3.73,3.75,4.0,3.284803
1593114060,3.78,3.78,3.76,3.76,6.0,3.285025
1593114120,3.76,3.76,3.76,3.76,1.0,3.285061
1593114240,3.83,3.84,3.82,3.84,304.0,3.297403
1593114300,3.84,3.87,3.83,3.84,496.0,3.316771
1593114360,3.77,3.77,3.77,3.77,3.0,3.316868
1593114420,3.77,3.77,3.77,3.77,10.0,3.317189
1593114480,3.81,3.81,3.8,3.8,3.0,3.317293
1593114540,3.7,3.71,3.7,3.71,6.0,3.317459
1593114600,3.8,3.8,3.8,3.8,5.0,3.31763
1593114660,3.88,3.88,3.87,3.87,2.0,3.317709
1593114720,3.85,3.85,3.85,3.85,2.0,3.317784
1593114780,3.87,3.9,3.87,3.9,2.0,3.317865
1593114840,3.97,4.05,3.97,4.05,307.0,3.332509
1593114900,4.03,4.07,3.95,3.95,560.0,3.35861
1593114960,3.97,3.97,3.93,3.95,218.0,3.367226
1593115020,3.91,3.92,3.91,3.92,9.0,3.367552
1593115080,3.9,3.9,3.89,3.89,3.0,3.367656
1593115140,3.94,4.05,3.89,3.94,119.0,3.372355
1593115200,3.96,4.03,3.96,4.02,15.0,3.372968
1593115260,4.09,4.1,4.08,4.1,76.0,3.376485
1593115320,4.07,4.07,4.04,4.04,57.0,3.378934
1593115380,4.11,4.11,4.11,4.11,10.0,3.379405
1593115440,4.15,4.15,4.15,4.15,5.0,3.379654
1593115560,4.19,4.2,4.19,4.2,36.0,3.381553
1593115620,4.17,4.17,4.17,4.17,4.0,3.381756
1593115680,4.12,4.12,4.12,4.12,1.0,3.381804
1593115740,4.13,4.13,4.13,4.13,1.0,3.381852
1593115800,4.11,4.11,4.1,4.1,2.0,3.381945
1593115980,3.98,3.98,3.95,3.95,6.0,3.382172
1593116040,3.93,3.97,3.93,3.97,24.0,3.383019
1593178200,3.63,3.63,3.39,3.41,17.0,3.433529
1593178260,3.4,3.4,3.4,3.4,61.0,3.407307
1593178320,3.3,3.3,3.25,3.25,29.0,3.375046
1593178380,3.34,3.34,3.33,3.33,27.0,3.367761
1593178440,3.25,3.34,3.25,3.34,33.0,3.355269
1593178500,3.37,3.37,3.32,3.33,15.0,3.355329
1593178560,3.35,3.35,3.33,3.33,10.0,3.354947
1593178620,3.34,3.34,3.34,3.34,1.0,3.35487
1593178680,3.39,3.39,3.37,3.37,5.0,3.355555
1593178740,3.3,3.3,3.25,3.29,138.0,3.322589
1593178800,3.16,3.18,3.16,3.18,12.0,3.317586
1593178860,3.26,3.26,3.22,3.23,156.0,3.294305
1593178920,3.22,3.24,3.2,3.2,9.0,3.292923
1593178980,3.19,3.2,3.15,3.2,123.0,3.269889
1593179040,3.18,3.18,3.1,3.1,11.0,3.267326
1593179100,3.06,3.09,3.05,3.09,61.0,3.250296
1593179160,3.14,3.18,3.14,3.18,21.0,3.247709
1593179220,3.15,3.16,3.15,3.15,14.0,3.246016
1593179280,3.15,3.17,3.15,3.17,44.0,3.240724
1593179340,3.13,3.16,3.13,3.16,46.0,3.23611
1593179400,3.12,3.12,3.04,3.06,33.0,3.229445
1593179460,3.09,3.09,3.08,3.08,3.0,3.228952
1593179520,3.13,3.13,3.06,3.06,98.0,3.215253
1593179580,3.0,3.03,2.99,3.03,17.0,3.211504
1593179700,3.12,3.12,3.09,3.09,11.0,3.210462
1593179760,3.08,3.08,3.04,3.04,11.0,3.208717
1593179820,3.02,3.02,3.02,3.02,2.0,3.208343
1593179880,3.08,3.11,3.08,3.09,9.0,3.207374
1593179940,3.11,3.11,3.08,3.1,36.0,3.203209
1593180000,3.07,3.1,3.03,3.03,42.0,3.198447
1593180060,3.02,3.02,2.95,2.99,16.0,3.195256
1593180120,2.94,2.99,2.93,2.99,387.0,3.141355
1593180240,2.99,2.99,2.99,2.99,1.0,3.141254
1593180300,3.0,3.0,2.99,2.99,26.0,3.138832
1593180360,2.99,2.99,2.99,2.99,8.0,3.138056
1593180420,3.01,3.01,3.01,3.01,10.0,3.137226
1593180480,3.0,3.0,2.95,2.95,4.0,3.136819
1593180540,2.98,2.98,2.97,2.97,3.0,3.136509
1593180600,2.95,2.95,2.9,2.92,78.0,3.126326
1593180660,2.91,2.91,2.9,2.9,22.0,3.123315
1593180720,2.88,2.88,2.87,2.87,111.0,3.107404
1593180780,2.88,2.9,2.88,2.9,12.0,3.105888
1593180840,2.9,2.9,2.9,2.9,1.0,3.105772
1593180900,2.83,2.87,2.83,2.87,149.0,3.085475
1593180960,2.87,2.87,2.79,2.79,17.0,3.083046
1593181020,2.82,2.83,2.8,2.81,23.0,3.08
1593181080,2.75,2.78,2.75,2.77,27.0,3.075798
1593181140,2.75,2.76,2.7,2.76,49.0,3.067567
1593181200,2.76,2.76,2.69,2.69,3.0,3.067081
1593181260,2.65,2.65,2.61,2.61,49.0,3.057278
1593181320,2.62,2.65,2.61,2.65,173.0,3.026046
1593181380,2.66,2.66,2.57,2.57,25.0,3.021472
1593181440,2.6,2.66,2.6,2.66,38.0,3.015113
1593181500,2.65,2.71,2.65,2.69,8.0,3.013978
1593181560,2.67,2.69,2.67,2.69,48.0,3.007075
1593181620,2.66,2.66,2.62,2.63,308.0,2.963927
1593181680,2.63,2.63,2.6,2.6,117.0,2.949209
1593181740,2.59,2.66,2.59,2.66,2.0,2.948978
1593181800,2.67,2.71,2.66,2.69,29.0,2.946192
1593181860,2.67,2.67,2.67,2.67,1.0,2.946095
1593181920,2.69,2.69,2.56,2.6,22.0,2.94356
1593181980,2.56,2.56,2.41,2.45,49.0,2.935482
1593182040,2.45,2.55,2.45,2.45,222.0,2.901991
1593182100,2.43,2.44,2.43,2.44,165.0,2.878787
1593182160,2.45,2.45,2.4,2.41,24.0,2.875442
1593182220,2.44,2.46,2.44,2.46,6.0,2.874684
1593182280,2.4,2.4,2.37,2.39,603.0,2.797776
1593182340,2.37,2.37,2.35,2.35,10.0,2.796668
1593182400,2.35,2.4,2.35,2.4,79.0,2.788308
1593182460,2.4,2.4,2.35,2.4,5.0,2.787808
1593182520,2.37,2.37,2.36,2.36,3.0,2.787495
1593182580,2.34,2.42,2.34,2.42,21.0,2.785366
1593182640,2.37,2.4,2.37,2.4,15.0,2.783917
1593182700,2.42,2.47,2.4,2.47,10.0,2.78308
1593182760,2.45,2.45,2.45,2.45,1.0,2.782998
1593182820,2.38,2.4,2.38,2.39,8.0,2.782238
1593182880,2.37,2.37,2.34,2.34,7.0,2.78152
1593182940,2.36,2.36,2.3,2.3,22.0,2.779034
1593183000,2.27,2.27,2.23,2.23,256.0,2.747836
1593183060,2.24,2.38,2.24,2.38,344.0,2.715721
1593183120,2.43,2.43,2.41,2.41,144.0,2.706742
1593183180,2.4,2.4,2.4,2.4,1.0,2.706679
1593183240,2.36,2.37,2.36,2.37,3.0,2.706469
1593183300,2.29,2.31,2.28,2.29,188.0,2.690964
1593183360,2.38,2.38,2.28,2.3,187.0,2.678378
1593183420,2.36,2.36,2.36,2.36,1.0,2.678317
1593183480,2.37,2.44,2.37,2.42,111.0,2.672571
1593183540,2.36,2.36,2.36,2.36,5.0,2.672279
1593183600,2.38,2.38,2.35,2.35,19.0,2.671204
1593183660,2.38,2.43,2.38,2.43,4.0,2.671
1593183720,2.42,2.42,2.42,2.42,201.0,2.661953
1593183780,2.43,2.48,2.43,2.48,3.0,2.661844
1593183840,2.44,2.44,2.44,2.44,13.0,2.661328
1593183900,2.45,2.45,2.42,2.44,53.0,2.659332
1593183960,2.48,2.5,2.46,2.49,70.0,2.657172
1593184020,2.49,2.56,2.48,2.56,24.0,2.656508
1593184080,2.57,2.57,2.54,2.54,126.0,2.654219
1593184140,2.54,2.54,2.5,2.5,22.0,2.653657
1593184200,2.5,2.5,2.47,2.47,8.0,2.653413
1593184260,2.49,2.49,2.48,2.48,6.0,2.653245
1593184320,2.52,2.52,2.52,2.52,18.0,2.65284
1593184440,2.54,2.54,2.54,2.54,50.0,2.651894
1593184500,2.5,2.5,2.48,2.48,387.0,2.641478
1593184560,2.45,2.45,2.44,2.44,14.0,2.641051
1593184620,2.44,2.48,2.44,2.46,25.0,2.640359
1593184680,2.4,2.42,2.4,2.42,15.0,2.639829
1593184740,2.47,2.47,2.47,2.47,3.0,2.63975
1593184860,2.48,2.5,2.48,2.5,63.0,2.638233
1593184920,2.47,2.47,2.47,2.47,1.0,2.638207
1593184980,2.39,2.39,2.36,2.36,3.0,2.638087
1593185100,2.47,2.47,2.47,2.47,27.0,2.63739
